简介,关键词
"本数据集包括祁连山地区2019年逐日地表蒸散发产品，产品分辨率为0.01°。采用高斯过程回归（Gaussian Process Regression，GPR）算法，实现对RS-PM (Mu et al., 2011)、SW (Shuttleworth and Wallace., 1985)、PT-JPL (Fisher et al., 2008)、MS-PT (Yao et al., 2013)、SEMI-PM (Wang et al., 2010a)、SIM (Wang et al.2008) 等6种蒸散发产品的集成。参与蒸散发产品生产的驱动数据包括MODIS（NDVI、Albedo、LAI、PAR），中国区域高时空分辨率地面气象要素驱动数据集（何杰, 阳坤. 中国区域高时空分辨率地面气象要素驱动数据集. 寒区旱区科学数据中心, 2011. doi:10.3972/westdc.002.2014.db）等。",遥感数据;遥感产品;遥感蒸散;水文遥感产品;水文学;水文/水循环;潜热通量
"本数据集包括祁连山地区2017年日值0.05°×0.05°地表土壤水分产品。采用多元统计回归模型，通过对“祁连山地区基于AMSR-E和AMSR2亮温数据的SMAP时间扩展日0.25°×0.25°地表土壤水分数据（SMsmapTE, V1）”进行降尺度，得到0.05°×0.05°地表土壤水分产品。参与多元统计回归的数据包括GLASS Albedo/LAI/FVC，周济-中国西部1km全天候地表温度数据（V1），以及经/纬度等信息。",遥感数据;遥感产品;地表土壤水分;被动微波;祁连山地区;2017;水文学
"本数据集包括祁连山地区2018年逐日地表蒸散发产品，产品分辨率为0.01°。采用高斯过程回归（Gaussian Process Regression，GPR）算法，实现对RS-PM (Mu et al., 2011)、SW (Shuttleworth and Wallace., 1985)、PT-JPL (Fisher et al., 2008)、MS-PT (Yao et al., 2013)、SEMI-PM (Wang et al., 2010a)、SIM (Wang et al.2008) 等6种蒸散发产品的集成。参与蒸散发产品生产的驱动数据包括MODIS（NDVI、Albedo、LAI、PAR），中国区域高时空分辨率地面气象要素驱动数据集（何杰, 阳坤. 中国区域高时空分辨率地面气象要素驱动数据集. 寒区旱区科学数据中心, 2011. doi:10.3972/westdc.002.2014.db）等。",遥感数据;遥感产品;水文学;水文/水循环;水文遥感产品;蒸散发;祁连山地区
本数据集包括祁连山地区1982年、1985年、1990年、1995年和2000年每月0.05°×0.05°地表温度产品，2005年、2010年、2015年、2017年和2018年每月0.01°×0.01°地表温度产品，2018年每日0.01°×0.01°地表温度产品。采用劈窗（split-window，SW）算法，利用AVHRR热红外通道（通道4：10.5µm至11.3µm；通道5：11.5µm至12.5µm）的亮温数据（分辨率：0.05°），MYD21A1的温度数据（分辨率：0.01°）以及相关辅助数据，实现祁连山地区地表温度月/日合成产品的生产。参与反演的辅助数据包括IGBP地表分类数据，AVHRR NDVI产品，MERRA再分析数据，ASTER GED数据，以及经/纬度和儒略日信息。,遥感数据;遥感产品;基础地理;祁连山地区;1982年、1985年、1990年、1995年、2000年、2005年、2010年、2015年、2017年;MODIS;地表温度
"本数据集包括祁连山地区2005年、2010年、2015年月0.05°×0.05°地表土壤水分产品。采用多元统计回归模型，通过对“祁连山地区基于AMSR-E和AMSR2亮温数据的SMAP时间扩展日0.25°×0.25°地表土壤水分数据（SMsmapTE, V1）”进行降尺度，得到0.05°×0.05°地表土壤水分产品。参与多元统计回归的数据包括GLASS Albedo/LAI/FVC，周济-中国西部1km全天候地表温度数据（V1），以及经/纬度等信息。",遥感产品;祁连山地区;2005;2010;2015;遥感数据;生态遥感产品;水文遥感产品;地表土壤水分
"本数据集包括祁连山区域2018年月度合成30m×30m地表NPP产品。采用最大值合成 (Max value composition, MVC) 方法，利用Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成，进而计算NPP。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;NPP;祁连山;2018;经济资源;生物圈
"本数据集包括祁连山区域1986、1990、1995、2000、2005、2010、2015和2017年月度合成30m×30m地表NPP产品。采用最大值合成 (Max value composition, MVC) 方法，利用 Landsat5, Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成，进而计算NPP。
数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好。",遥感数据;遥感产品;NPP;祁连山;1986-2017;遥感数据;遥感产品
"本数据集包括祁连山区域2018年月度合成30m×30m地表植被指数产品。采用最大值合成 (Max value composition, MVC) 方法，利用Landsat 8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;归一化植被指数;祁连山;2018;遥感数据;遥感产品
"本数据集包括祁连山区域2018年月度合成30m×30m地表叶面积指数（Leaf Area Index, LAI）产品。采用最大值合成 (Max value composition, MVC) 方法，利用Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成，进而计算LAI。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;叶面积指数;祁连山;2018;遥感数据;遥感产品
"本数据集包括祁连山区域1986、1990、1995、2000、2005、2010、2015和2017年月度合成30m×30m地表LAI产品。采用最大值合成 (Max value composition, MVC) 方法，利用 Landsat5, Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成，进而计算LAI。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;叶面积指数;祁连山;1986-2017;遥感数据;遥感产品
"本数据集包括祁连山区域1986、1990、1995、2000、2005、2010、2015和2017年月度合成30m×30m地表植被指数产品。采用最大值合成 (Max value composition, MVC) 方法，利用 Landsat5, Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;归一化植被指数;祁连山;1986;1990;1995
"本数据集包括祁连山区域2018年月度合成30m×30m地表植被覆盖度产品。采用最大值合成 (Max value composition, MVC) 方法，利用 Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成，进而计算FVC。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;植被覆盖度;祁连山;2018;遥感数据;遥感产品
"本数据集包括祁连山区域1986、1990、1995、2000、2005、2010、2015和2017年月度合成30m×30m地表植被覆盖度产品。采用最大值合成 (Max value composition, MVC) 方法，利用 Landsat5, Landsat8和sentinel 2红光和近红外两个通道的反射率数据，实现对地表月度NDVI产品的合成，进而计算FVC。数据通过Google Earth Engine云平台对反射率进行月度合成，通过模型计算指数，对于缺失像素进行插补，质量较好，可用于环境变化监测等领域。",遥感数据;遥感产品;植被覆盖度;生态遥感产品;祁连山;1986-2017;生物圈
本数据集包括祁连山地区重点区域2018年5月至2018年10月的归一化植被指数、植被覆盖度、植被净初级生产力、草地生物量、森林蓄积量植被参数遥感产品，空间分辨率为8m。本数据集采用高分一号、高分六号、哨兵、资源三号等遥感数据源，结合气象、地面监测等基础数据，采用波段比值法、混合像元分解模型、CASA模型等植被参数反演算法和模型，生成祁连山重点区域生长季逐月植被指数遥感产品。本数据集通过构建以高分卫星为主的高时空分辨率生态环境监测数据集，为区域生态环境问题诊断与生态环境动态评估提供数据支持。,遥感数据;遥感产品;植被覆盖度;NPP;归一化植被指数;祁连山;生物量
本数据集为2018年祁连山重点区域人类活动数据集，空间分辨率为2m。本数据集以祁连山重点区域矿山开采、城市扩展、耕地开发、水电建设、旅游开发为重点监测内容，通过高分辨率遥感影像，对比统计前后变化图斑。对祁连山地区地类发生变化的图斑，逐块调查核实；对判图可疑的地块，重新判读验证；对影像无法反映的地类，实地核实地类，采集相关数据，核对并修正位置。同时进一步核对2018年祁连山重点区域监测内容属性信息，统一进行图斑及其属性的录入和编辑，形成2018年祁连山地区人类活动数据集，实现祁连山地区生态治理的现势性和时效性，为祁连山重点区域人类活动监测提供数据支撑。,遥感数据;人文因素/自然资源;机载、地面遥感;遥感解译标志;生态遥感产品;航天遥感;可见光遥感
本数据集为2018年祁连山重点区域土地覆盖/利用数据，空间分辨率2m。本数据集以祁连山地区的气候、海拔、地形地貌、地表覆盖类型等资料为基础，通过高分辨率遥感影像，对地表覆被类型进行解译判读。对影像无法反映的地类，实地核实地类，采集相关数据，核对并修正土地利用类型。同时进一步核对2018年祁连山重点区域土地覆盖/利用类型及植被覆盖情况等属性信息，统一进行图斑及其属性的录入和编辑，形成2018年祁连山地区土地覆盖/利用数据，实现祁连山地区生态治理的现势性和时效性。,遥感数据;遥感产品;数字正射影像DOM;生态遥感产品;机载、地面遥感;祁连山;2018
本数据集是一个包含34年（1983.7-2017.6）的全球高分辨率地表太阳辐射数据集，其分辨率为3小时，10公里，数据单位为W/㎡，瞬时值。该数据集可用于水文建模、地表建模和工程应用。该数据集是基于改进的物理参数化方案并以ISCCP-HXG云产品、ERA5再分析数据以及MODIS气溶胶和反照率产品为输入而生成的。验证并和其他全球卫星辐射产品比较表明，该数据集的精度通常比ISCCP-FD、GEWEX-SRB和CERES全球卫星辐射产品的精度要高。该全球辐射数据集将有助于未来地表过程模拟的研究和光伏发电的应用。,遥感数据;遥感产品;solar radiation;大气圈;大气辐射;短波辐射;全球
本数据集包括了青藏高原祁连山地区自从1980年到2013年以来的逐月的地表平均温度数据。本数据集来源于欧洲中期天气预报中心的第三代ERA-Interim再分析资料，该数据集采用四维变分分析，结合卫星数据误差校正等技术，实现了再分析资料的质量提升。数据集的空间分辨率为0.125°。本数据集是祁连山地区过去30多年以来地表温度网格数据集，可为祁连山地区的气候变化、生态系统发展演替及相关地球系统模型的研究提供数据基础。,祁连山;1980-2013;冰冻圈;遥感数据;大气圈;冻土;冻土分布
本数据集包括了青藏高原祁连山地区自从1980年到2013年以来的逐月的2m高的气温数据。本数据集来源于欧洲中期天气预报中心的第三代ERA-Interim再分析资料，该数据集采用四维变分分析，结合卫星数据误差校正等技术，实现了再分析资料的质量提升。数据集的空间分辨率为0.125°。本数据集是祁连山地区过去30多年以来的气温的网格数据集，可以为祁连山地区的气温变化、生态系统发展演替及相关地球系统模型的研究提供基础依据。,大气圈;青藏高原;祁连山地区;1980-2013;大气温度;遥感数据;遥感产品
黑河上游山区山体阴影时空分布图（2018年），本数据基于STRM数字高程模型和太阳位置变化(http://www.esrl.noaa.gov/gmd/grad/solcalc/azel.html)，采用通视分析计算得到，空间分辨率为100m，时间分辨率为15分钟，可用于冻土、积雪、生态水文和遥感研究等领域。利用黑河上游多个自动气象站观测的太阳辐射进行综合对比分析，对计算结果进行了精度验证，可以准确地捕捉气象站位置山体阴影的时空变化，其中时间误差20分钟以内。,水文学;水文/水循环;蒸散发;地表水;土壤湿度;大气圈;日照
